anime_id,title_english,type,episodes,status,duration,rating,score,rank,popularity,premiered
19117,The Pilot&#039;s Love Song,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.24,2665,1208,Winter 2014
28989,Maku,Movie,1,Finished Airing,5 min.,G - All Ages,5.8,11143,11718,
35203,In Another World With My Smartphone,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.8,4320,550,Summer 2017
19305,,TV,25,Finished Airing,2 min. per ep.,G - All Ages,5.51,11552,10120,Summer 2013
31667,,ONA,0,Currently Airing,3 min.,PG - Children,5.56,11798,11838,
24123,,Special,2,Finished Airing,5 min. per ep.,G - All Ages,5.58,8236,7888,
5862,Fumoon,Special,1,Finished Airing,1 hr. 26 min.,PG-13 - Teens 13 or older,6.06,7199,9360,
31324,,Special,1,Finished Airing,3 min.,R+ - Mild Nudity,7.47,1724,2152,
30016,Nanbaka,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.43,1899,667,Fall 2016
28883,Aria the Scarlet Ammo AA,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.38,6074,1417,Fall 2015
33763,,ONA,26,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,6.45,12769,11936,
5670,,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.2,2809,3106,Summer 2009
4151,Blade of the Immortal,TV,13,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),6.9,3899,1727,Summer 2008
1782,Hyakki: The Secret of Devil&#039;s Island,OVA,3,Finished Airing,26 min. per ep.,Rx - Hentai,5.81,,7204,
2486,,TV,13,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.32,2357,5202,Summer 2003
307,Adventures On Rainbow Pond,TV,39,Finished Airing,24 min. per ep.,PG - Children,6.02,7306,9033,Winter 1973
34851,Notes on Monstropedia,Movie,1,Finished Airing,6 min.,G - All Ages,5.67,10696,12669,
25457,Marvel Avengers Confidential: Black Widow & Punisher,Movie,1,Finished Airing,1 hr. 22 min.,PG-13 - Teens 13 or older,6.48,5670,6181,
32844,,Music,1,Finished Airing,3 min.,G - All Ages,5.45,8455,12200,
378,,Movie,1,Finished Airing,1 hr. 2 min.,PG-13 - Teens 13 or older,6.77,4440,5748,
34864,,Special,1,Finished Airing,1 min.,G - All Ages,5.65,8113,10139,
34464,,ONA,1,Finished Airing,3 min.,PG - Children,5.56,8264,10252,
10239,,TV,33,Finished Airing,2 min. per ep.,G - All Ages,5.33,11200,12855,Fall 2003
1183,,OVA,3,Finished Airing,30 min. per ep.,R+ - Mild Nudity,5.75,7906,6380,
30435,,ONA,4,Finished Airing,7 min. per ep.,G - All Ages,4.53,10767,12110,
9127,,OVA,1,Finished Airing,16 min.,PG-13 - Teens 13 or older,6.96,3725,6838,
28143,,Movie,1,Finished Airing,12 min.,PG - Children,5.47,8421,10568,
34966,Hell Girl: Fourth Twilight,TV,6,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),6.6,5212,2107,Summer 2017
31501,,Music,1,Finished Airing,3 min.,R+ - Mild Nudity,4.21,9421,10043,
32296,,ONA,1,Finished Airing,2 min.,PG - Children,4.95,9086,10232,
6509,Kiteretsu Encyclopedia,TV,331,Finished Airing,25 min. per ep.,PG - Children,6.63,5070,7295,Spring 1988
34721,,Special,1,Finished Airing,2 min.,PG-13 - Teens 13 or older,4.9,9125,11974,
9506,,OVA,1,Finished Airing,16 min.,R+ - Mild Nudity,5.2,8838,6825,
29233,,Movie,1,Finished Airing,50 min.,G - All Ages,6.37,11485,12053,
23911,,Special,2,Finished Airing,30 min. per ep.,PG - Children,4.89,12275,12760,
9008,,OVA,3,Finished Airing,30 min. per ep.,Rx - Hentai,6.28,,6291,
22135,Ping Pong the Animation,TV,11,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.65,58,563,Spring 2014
34628,,ONA,1,Finished Airing,1 min.,G - All Ages,3.19,12340,13438,
33314,Digimon Universe,TV,52,Finished Airing,24 min. per ep.,PG - Children,6.78,4389,4251,Fall 2016
19489,Little Witch Academia: The Enchanted Parade,Movie,1,Finished Airing,53 min.,PG - Children,7.89,718,859,
28791,Gunslinger Stratos: The Animation,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.18,6834,1422,Spring 2015
9220,Occult Academy Specials,Special,4,Finished Airing,4 min. per ep.,R - 17+ (violence & profanity),6.57,5344,3971,
12709,,Special,3,Finished Airing,6 min. per ep.,G - All Ages,7.15,3015,5076,
2883,Karma Saiyuki,OVA,1,Finished Airing,33 min.,Rx - Hentai,6.53,,5352,
30967,,Movie,1,Finished Airing,21 min.,G - All Ages,5.6,8190,9439,
33037,TSUKIUTA. The Animation,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.04,3434,2987,Summer 2016
14853,Possessions,Movie,1,Finished Airing,14 min.,PG-13 - Teens 13 or older,6.76,4520,4950,
10679,,Music,1,Finished Airing,1 min.,PG - Children,5.9,7569,5842,
22059,,Music,1,Finished Airing,4 min.,PG-13 - Teens 13 or older,5.1,8942,10012,
22071,,Special,1,Finished Airing,12 min.,PG-13 - Teens 13 or older,7.11,3175,2319,
32402,,TV,4,Finished Airing,Unknown,G - All Ages,3.58,11251,10529,Winter 2016
31941,,Movie,1,Finished Airing,44 min.,G - All Ages,5.2,8824,8261,
4819,Mystery of Nonomura Hospital,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.53,,9197,
7110,,OVA,1,Finished Airing,35 min.,Rx - Hentai,5.76,,3329,
26303,,OVA,1,Finished Airing,20 min.,G - All Ages,5.71,9805,11071,
29986,,Movie,1,Finished Airing,7 min.,R+ - Mild Nudity,4.08,12671,13087,
29743,,ONA,13,Finished Airing,2 min. per ep.,G - All Ages,5.18,9779,13442,
34321,Fate/Grand Order -First Order-,Special,1,Finished Airing,1 hr. 14 min.,PG-13 - Teens 13 or older,6.97,3668,1190,
33570,,ONA,1,Finished Airing,2 min.,PG-13 - Teens 13 or older,4.29,12836,12611,
28853,,Movie,1,Finished Airing,15 min.,PG - Children,6.32,6319,6536,
18857,OreImo. Specials,ONA,3,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.56,5388,936,
4062,,TV,72,Finished Airing,20 min. per ep.,G - All Ages,7.35,2246,7743,Spring 1985
3203,,Movie,1,Finished Airing,1 hr. 33 min.,G - All Ages,7.32,2327,7922,
9539,Cardfight!! Vanguard,TV,65,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.2,2799,2077,Winter 2011
13691,,Special,1,Finished Airing,30 sec.,G - All Ages,6.01,7338,6514,
29984,,Movie,1,Finished Airing,2 min.,R+ - Mild Nudity,3.49,9493,9418,
6693,,Movie,1,Finished Airing,1 hr. 34 min.,G - All Ages,6.32,6331,9333,
13967,,Special,1,Finished Airing,1 min.,PG-13 - Teens 13 or older,6.16,6915,9306,
21041,,Music,1,Finished Airing,4 min.,G - All Ages,6.37,6117,7342,
35298,Ms. Koizumi Loves Ramen Noodles,TV,12,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,6.5,5618,2047,Winter 2018
36087,,Music,1,Finished Airing,5 min.,PG - Children,4.12,11451,13998,
2132,,Movie,1,Finished Airing,26 min.,PG-13 - Teens 13 or older,7.14,3040,3171,
4163,Seto no Hanayome OVA,OVA,2,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,7.98,584,1859,
11266,Blue Exorcist: Runaway Kuro,Special,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,7.41,1961,1050,
3278,,Movie,1,Finished Airing,45 min.,PG-13 - Teens 13 or older,6.34,6222,10067,
6016,The Guyver: Bio-Booster Armor,OVA,6,Finished Airing,29 min. per ep.,PG-13 - Teens 13 or older,7.27,2529,4075,
5143,Special Powered Armor Troop Dorvack,TV,36,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.8,4338,9409,Fall 1983
33531,,TV,0,Currently Airing,23 min.,PG-13 - Teens 13 or older,5.9,7563,3173,Spring 2018
29943,,Movie,1,Finished Airing,3 min.,G - All Ages,5.84,7706,8421,
12531,Kids on the Slope,TV,12,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.44,145,390,Spring 2012
1810,Shattered Angels,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.61,5160,2015,Winter 2007
3560,Karen,OVA,1,Finished Airing,30 min.,Rx - Hentai,5.94,,6736,
26269,,OVA,1,Finished Airing,18 min.,G - All Ages,7.25,12383,12632,
13673,,OVA,1,Finished Airing,10 min.,G - All Ages,5.98,7402,5460,
1947,Strange Steel Fairy Rouran,TV,28,Finished Airing,12 min. per ep.,PG-13 - Teens 13 or older,5.97,7420,7811,Fall 2002
10882,,OVA,6,Finished Airing,35 min. per ep.,PG-13 - Teens 13 or older,7.3,10218,7750,
2088,,OVA,1,Finished Airing,56 min.,PG-13 - Teens 13 or older,5.23,8786,8864,
32859,,Music,1,Finished Airing,3 min.,G - All Ages,5.52,8337,12206,
13263,Fate/Zero: Please! Einzbern Counseling Room,Special,6,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,6.73,4616,2427,
20159,Pokémon: Origins,Special,4,Finished Airing,21 min. per ep.,PG - Children,7.89,723,728,
29770,,Music,1,Finished Airing,5 min.,G - All Ages,5.8,7801,10078,
2061,,OVA,1,Finished Airing,50 min.,R+ - Mild Nudity,6.55,5403,7150,
37379,,TV,0,Not yet aired,22 min.,PG-13 - Teens 13 or older,0,,4100,
1412,Lupin III,TV,23,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.73,1043,1595,Fall 1971
2867,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,7.13,,3688,
9792,,OVA,2,Finished Airing,27 min. per ep.,PG - Children,6.24,6624,9752,
34911,,Special,0,Currently Airing,15 sec.,G - All Ages,3.55,9897,13443,
36108,Takunomi,TV,12,Finished Airing,12 min. per ep.,PG-13 - Teens 13 or older,6.39,6052,2405,Winter 2018
30973,,Movie,1,Finished Airing,Unknown,G - All Ages,5.43,8507,11789,
12881,,OVA,4,Finished Airing,12 min. per ep.,PG-13 - Teens 13 or older,5.9,7578,8871,
21763,,Movie,1,Finished Airing,16 min.,G - All Ages,7.08,9631,12679,
2983,,OVA,1,Finished Airing,45 min.,R - 17+ (violence & profanity),5.33,8632,5497,
4150,,OVA,1,Finished Airing,35 min.,PG-13 - Teens 13 or older,5.64,8118,7855,
1879,Goku: Midnight Eye,OVA,1,Finished Airing,50 min.,R+ - Mild Nudity,6.52,5520,5343,
7578,Neighborhood Story The Movie,Movie,1,Finished Airing,30 min.,G - All Ages,6.55,5405,7302,
314,,OVA,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.76,4477,7933,
3695,,OVA,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,4.93,9105,9451,
287,,TV,24,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.42,1932,2053,Winter 2001
6419,,OVA,1,Finished Airing,47 min.,R+ - Mild Nudity,5.83,7722,9488,
20187,,Special,1,Finished Airing,24 min.,R - 17+ (violence & profanity),6.34,6218,4768,
7721,,ONA,12,Finished Airing,1 min. per ep.,PG - Children,5,9042,11078,
4725,Ga-Rei-Zero,TV,12,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),7.72,1058,470,Fall 2008
10855,,TV,50,Finished Airing,10 min. per ep.,G - All Ages,6.33,11744,12244,Spring 2010
26011,Super Bernard,Special,1,Finished Airing,7 min.,G - All Ages,5.87,7654,11724,
3873,Honey Honey&#039;s Wonderful Adventures,TV,29,Finished Airing,24 min. per ep.,G - All Ages,6.57,5329,9342,Fall 1981
32548,,ONA,1,Finished Airing,30 sec.,PG-13 - Teens 13 or older,6.3,6389,7348,
3473,The Genesis,Movie,1,Finished Airing,4 min.,PG - Children,5.65,8110,7996,
8213,The Affectuous Family,TV,1428,Finished Airing,5 min. per ep.,G - All Ages,5.93,7500,10491,Fall 1976
15095,,Special,1,Finished Airing,12 min.,R+ - Mild Nudity,6.5,5622,7782,
6885,At The Mercy of The Sky Specials,Special,3,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,6.62,5135,4950,
34055,Berserk,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.09,3224,1159,Spring 2017
7877,My Sister Momoko,Movie,1,Finished Airing,1 hr. 19 min.,G - All Ages,7.64,1255,7139,
10572,Ro-Kyu-Bu ~ Fast Break!,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.98,3651,1385,Summer 2011
27459,Pororo the Little Penguin 5,TV,26,Finished Airing,11 min. per ep.,G - All Ages,6.26,11811,12393,Winter 2014
10256,,Special,1,Finished Airing,3 min.,Rx - Hentai,6.52,,7964,
3919,Fleshdance,OVA,2,Finished Airing,28 min. per ep.,Rx - Hentai,6.89,,5878,
6846,The Bear Dodger,Movie,1,Finished Airing,9 min.,G - All Ages,5.04,9006,9900,
14563,,TV,12,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,5.29,8703,5329,Summer 2012
2137,Insatiable,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.14,,5904,
33571,,ONA,9,Finished Airing,4 min. per ep.,PG-13 - Teens 13 or older,5.11,12835,13045,
5689,,OVA,6,Finished Airing,27 min. per ep.,R - 17+ (violence & profanity),5.92,7516,9254,
81,Mobile Suit Gundam: The 08th MS Team,OVA,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.1,438,1668,
2123,,Movie,1,Finished Airing,1 hr. 20 min.,PG - Children,7.25,2603,3116,
29742,,ONA,13,Finished Airing,2 min. per ep.,PG - Children,3.78,9784,13597,
2734,Mazinkaiser: Deathmatch! General Dark,OVA,1,Finished Airing,56 min.,R - 17+ (violence & profanity),7.29,2465,6148,
7651,,Movie,1,Finished Airing,1 hr. 29 min.,R - 17+ (violence & profanity),7.58,1412,4758,
35081,,ONA,1,Finished Airing,9 min.,PG-13 - Teens 13 or older,6.72,4677,8314,
10834,,Special,6,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,7.36,2173,2378,
34839,Sanrio Boys,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.68,4858,2553,Winter 2018
6950,,Movie,1,Finished Airing,9 min.,R+ - Mild Nudity,3.66,9468,7545,
7092,,OVA,1,Finished Airing,30 min.,PG-13 - Teens 13 or older,5.51,12124,9680,
36185,Lan Mo&#039;s Flower,ONA,9,Finished Airing,13 min. per ep.,PG-13 - Teens 13 or older,6.9,3920,8133,
23857,,ONA,78,Finished Airing,1 min. per ep.,G - All Ages,5.06,10238,12068,
3800,Super Grand Prix,TV,44,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.58,5272,8164,Fall 1977
33538,Shima Kosaku&#039;s Asian Entrepreneurs,TV,26,Finished Airing,36 min. per ep.,PG-13 - Teens 13 or older,5.86,12045,10248,Spring 2013
32023,BBK/BRNK,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.4,5984,1406,Winter 2016
1625,,Special,1,Finished Airing,25 min.,PG-13 - Teens 13 or older,5.94,7489,6629,
36775,I&#039;m Joybo,ONA,12,Finished Airing,20 min. per ep.,PG-13 - Teens 13 or older,7.26,2595,6297,
28427,,ONA,0,Finished Airing,3 min.,G - All Ages,5.22,10596,10945,
13255,,ONA,1,Finished Airing,4 min.,G - All Ages,5.87,7643,9125,
2325,,OVA,3,Finished Airing,30 min. per ep.,Rx - Hentai,6.52,,4986,
12991,,Special,3,Finished Airing,7 min. per ep.,R+ - Mild Nudity,6.66,4933,6761,
448,Tenjho Tenge: The Ultimate Fight,OVA,2,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.15,3016,2018,
7021,,Movie,1,Finished Airing,22 min.,G - All Ages,5.05,8997,9795,
9395,,TV,20,Finished Airing,3 min. per ep.,G - All Ages,6.52,5521,8305,Fall 2010
17151,,Music,1,Finished Airing,4 min.,G - All Ages,4.67,9283,10669,
24823,,Music,1,Finished Airing,5 min.,G - All Ages,6.81,4260,5228,
837,Today in Class 5-2,OVA,4,Finished Airing,29 min. per ep.,PG-13 - Teens 13 or older,7.29,2462,2391,
28579,,OVA,1,Finished Airing,11 min.,G - All Ages,6.63,11037,12793,
4460,,ONA,1,Finished Airing,6 min.,PG-13 - Teens 13 or older,5.94,7483,4608,
28695,"Nonsense Story, Volume 1: Monkey Island",Movie,1,Finished Airing,27 min.,G - All Ages,5.44,8481,10199,
11093,,Movie,1,Finished Airing,1 hr. 10 min.,PG-13 - Teens 13 or older,6.1,12850,11379,
4494,,OVA,1,Finished Airing,30 min.,Rx - Hentai,6.18,,6536,
30058,,ONA,1,Finished Airing,4 min.,PG - Children,5.89,7590,11607,
15843,,OVA,2,Finished Airing,28 min. per ep.,Rx - Hentai,7.68,,3673,
35112,,TV,24,Currently Airing,5 min. per ep.,G - All Ages,4.43,11712,12566,Spring 2017
3433,Battle Ball,TV,32,Finished Airing,24 min. per ep.,G - All Ages,6.6,5198,9901,Spring 1986
348,Bottle Fairy,TV,13,Finished Airing,13 min. per ep.,G - All Ages,6.52,5505,3175,Fall 2003
11873,,TV,44,Finished Airing,30 min. per ep.,PG - Children,6.28,6478,10749,Fall 1987
36712,,ONA,1,Finished Airing,2 min.,G - All Ages,3.42,11244,12278,
2730,,OVA,2,Finished Airing,28 min. per ep.,R+ - Mild Nudity,5.14,8900,4906,
34016,,OVA,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,6.48,5680,4948,
22055,,Special,2,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.18,6832,8474,
31754,,Special,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,7.33,2296,2552,
17205,Ein&#039;s Summer Vacation,Special,1,Finished Airing,1 min.,G - All Ages,6.29,6429,3259,
29395,,ONA,2,Finished Airing,41 sec. per ep.,G - All Ages,3.83,10076,12311,
35883,,TV,13,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.7,4745,4970,Fall 2017
30015,ReLIFE,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.14,387,126,Summer 2016
3972,Yu-Gi-Oh! 5D&#039;s,TV,154,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.51,1623,1268,Spring 2008
35997,Maerchen Maedchen,TV,10,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,5.49,8385,2349,Winter 2018
13513,,Movie,1,Finished Airing,4 min.,G - All Ages,5.02,9020,7831,
2933,Future Police Urashiman,TV,50,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.83,4200,8181,Winter 1983
22429,,OVA,1,Finished Airing,23 min.,Rx - Hentai,7.42,,3150,
3438,Top Striker,TV,49,Finished Airing,24 min. per ep.,G - All Ages,6.76,4505,6295,Fall 1991
2090,,OVA,6,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,6.88,3985,6828,
3576,Dinosaur King,TV,49,Finished Airing,25 min. per ep.,PG - Children,6.11,7057,4217,Winter 2007
12449,Maken-ki! Secret Training,Special,6,Finished Airing,10 min. per ep.,R+ - Mild Nudity,6.28,6474,2847,
33144,The Hell (Two Kinds of Life),Movie,1,Finished Airing,34 min.,R+ - Mild Nudity,5.92,10637,10309,
3503,Kanokon: The Girl Who Cried Fox,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,6.65,4972,521,Spring 2008
25075,,Special,2,Finished Airing,45 min. per ep.,G - All Ages,6.61,12126,12057,
31868,,Movie,1,Finished Airing,48 min.,G - All Ages,4.13,9775,12907,
10711,,ONA,12,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,7.36,2194,722,
4371,Space Warrior Baldios,Movie,1,Finished Airing,1 hr. 57 min.,PG-13 - Teens 13 or older,6.57,5352,9175,
715,If I See You in My Dreams,OVA,3,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,6.59,5267,5724,
16211,Bakumatsu Gijinden Roman,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.18,6818,3904,Winter 2013
3089,The Sky Crawlers,Movie,1,Finished Airing,2 hr. 2 min.,PG-13 - Teens 13 or older,7.36,2212,1814,
866,,Movie,1,Finished Airing,33 min.,PG-13 - Teens 13 or older,7.29,2476,3118,
3898,Mazinger Z vs. Devilman,Movie,1,Finished Airing,43 min.,PG-13 - Teens 13 or older,6.19,6793,6688,
1060,,TV,24,Finished Airing,8 min. per ep.,R+ - Mild Nudity,7.49,1671,2158,Summer 1999
16385,,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.12,3116,1632,Winter 2015
2978,New Getter Robo,OVA,13,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.43,1906,4602,
24087,,OVA,3,Finished Airing,37 min. per ep.,R+ - Mild Nudity,5.81,9696,10733,
2437,,OVA,3,Finished Airing,30 min. per ep.,Rx - Hentai,6.15,,6132,
25393,,ONA,1,Finished Airing,23 min.,G - All Ages,5.38,8568,9806,
2082,Marriage,OVA,2,Finished Airing,27 min. per ep.,PG-13 - Teens 13 or older,5.46,8436,8655,
2141,,Movie,1,Finished Airing,1 hr. 17 min.,G - All Ages,7.37,2156,5108,
1494,,Movie,1,Finished Airing,1 hr. 23 min.,R - 17+ (violence & profanity),6.24,6609,4458,
23781,,Special,7,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,5.89,7582,4454,
2829,Sans Famille,TV,23,Finished Airing,23 min. per ep.,G - All Ages,8.04,509,3751,Fall 1996
9365,Sisters of Wellber - Elegy for a Sad Warrior,OVA,1,Finished Airing,1 hr. 22 min.,R - 17+ (violence & profanity),5.77,7873,9131,
2747,Astro Boy,TV,193,Finished Airing,26 min. per ep.,PG - Children,7.25,2633,4322,Winter 1963
31102,,ONA,1,Finished Airing,33 sec.,G - All Ages,5.31,8678,8695,
1193,,TV,13,Finished Airing,24 min. per ep.,PG - Children,6.42,5916,5415,Fall 2005
6368,Legend of Regios,Special,3,Finished Airing,8 min. per ep.,R - 17+ (violence & profanity),6.61,5161,4217,
48,.hack//Sign,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.09,3221,650,Spring 2002
37534,What We&#039;re Looking For,Music,1,Finished Airing,1 min.,G - All Ages,4,11925,14408,
4737,Eagle Talon,TV,11,Finished Airing,11 min. per ep.,PG-13 - Teens 13 or older,6.28,6467,9620,Spring 2006
19799,Robot Girls Z,Special,3,Finished Airing,27 min. per ep.,PG-13 - Teens 13 or older,6.51,5575,3081,
21523,,TV,39,Finished Airing,5 min. per ep.,PG - Children,6.04,7253,8171,Spring 2013
12917,Daisy: A Hen into the Wild,Movie,1,Finished Airing,1 hr. 33 min.,G - All Ages,7.87,762,6864,
2284,Transformers: Robots in Disguise,TV,39,Finished Airing,21 min. per ep.,PG - Children,6.67,4912,5972,Spring 2000
29017,Wooser&#039;s Hand-to-Mouth Life: Phantasmagoric Arc,TV,13,Finished Airing,7 min. per ep.,G - All Ages,6.71,4735,5613,Summer 2015
11791,,Movie,1,Finished Airing,51 min.,PG - Children,6.31,6367,10904,
18849,,Special,1,Finished Airing,22 min.,PG-13 - Teens 13 or older,7.7,1113,2640,
3270,IGPX: Immortal Grand Prix,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.19,2847,3250,Fall 2005
3175,Undersea Super Train: Marine Express,Special,1,Finished Airing,1 hr. 31 min.,PG-13 - Teens 13 or older,6.19,6788,8827,
18277,Strike the Blood,TV,24,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.35,2261,178,Fall 2013
34403,My First Girlfriend is a Gal,TV,10,Finished Airing,23 min. per ep.,R+ - Mild Nudity,6.53,5482,499,Summer 2017
34052,100% Teacher Pascal,TV,36,Finished Airing,12 min. per ep.,G - All Ages,5.61,8167,7567,Spring 2017
35574,,ONA,10,Finished Airing,1 min. per ep.,G - All Ages,6.5,10180,13949,
34258,Toruru&#039;s Adventure,Movie,1,Finished Airing,32 min.,G - All Ages,3,12484,13959,
3075,The Flying House,TV,52,Finished Airing,24 min. per ep.,G - All Ages,6.45,5826,8722,Spring 1982
11713,,Special,1,Finished Airing,12 min.,G - All Ages,6.6,12290,12631,
37164,,ONA,0,Currently Airing,7 min.,PG-13 - Teens 13 or older,7.4,2052,8346,
3858,The Adventures of Hutch the Honeybee,TV,91,Finished Airing,24 min. per ep.,G - All Ages,6.42,5922,7291,Spring 1970
31070,,Special,6,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,6.6,5198,4824,
36661,,Movie,1,Finished Airing,1 hr. 33 min.,PG-13 - Teens 13 or older,5.14,9936,12959,
31368,,Special,5,Finished Airing,3 min. per ep.,R+ - Mild Nudity,7.16,2962,2285,
240,Genshiken,TV,12,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.72,1059,700,Fall 2004
3152,Download: Devil&#039;s Circuit,OVA,1,Finished Airing,47 min.,PG-13 - Teens 13 or older,5.87,7638,7964,
25109,,ONA,2,Finished Airing,3 min. per ep.,G - All Ages,4.69,10583,12030,
22433,Broken Blade,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.39,2061,1335,Spring 2014
6685,,OVA,3,Finished Airing,30 min. per ep.,Rx - Hentai,6.46,,6084,
29653,Two Samurai,Movie,1,Finished Airing,6 min.,G - All Ages,4.26,10140,12159,
34439,,Movie,1,Finished Airing,Unknown,,7.76,962,2562,
20473,Teekyu 3,TV,12,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,6.91,3889,2836,Fall 2013
34636,Welcome to the Ballroom,TV,24,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.34,196,707,Summer 2017
21999,Duel Masters Victory V3,TV,51,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,5.97,7414,9257,Spring 2013
6033,Dragon Ball Z Kai,TV,97,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.91,674,498,Spring 2009
30420,,Special,1,Finished Airing,13 min.,G - All Ages,5.85,7686,10320,
22615,Keroppi in the Frog&#039;s Secret House,OVA,1,Finished Airing,30 min.,G - All Ages,6.44,10837,12277,
3529,Kowaremono - Fragile Hearts,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.92,,7787,
6622,,OVA,1,Finished Airing,30 min.,Rx - Hentai,5.25,,7965,
49,Oh! My Goddess,OVA,5,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,7.38,2093,1807,
13357,,Special,6,Finished Airing,4 min. per ep.,R+ - Mild Nudity,7.39,2069,842,
35552,,Music,0,Currently Airing,4 min.,G - All Ages,6.25,6589,9725,
10756,The Sparrow with the Slit Tongue,Movie,1,Finished Airing,Unknown,G - All Ages,6.1,12116,12043,
937,,OVA,1,Finished Airing,1 hr. 6 min.,PG-13 - Teens 13 or older,6.74,4566,2707,
31580,Ajin: Demi-Human,TV,13,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.68,1143,240,Winter 2016
33231,,OVA,2,Finished Airing,16 min. per ep.,Rx - Hentai,7.24,,5073,
6688,,Movie,1,Finished Airing,1 hr. 30 min.,G - All Ages,6.18,6838,9447,
8763,,TV,77,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.55,10302,10784,Fall 1974
11087,,Special,2,Finished Airing,3 min. per ep.,R+ - Mild Nudity,5.55,8269,9886,
1535,Death Note,TV,37,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),8.67,51,1,Fall 2006
1704,,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),6.62,5113,4840,Winter 1997
